date,sse_composite
2016-05-10,2832.591064453125
2016-05-11,2837.037109375
2016-05-12,2835.862060546875
2016-05-13,2827.10888671875
2016-05-16,2850.862060546875
2016-05-17,2843.68408203125
2016-05-18,2807.513916015625
2016-05-19,2806.906005859375
2016-05-20,2825.48291015625
2016-05-23,2843.64501953125
2016-05-24,2821.666015625
2016-05-25,2815.0859375
2016-05-26,2822.443115234375
2016-05-27,2821.0458984375
2016-05-30,2822.450927734375
2016-05-31,2916.615966796875
2016-06-01,2913.508056640625
2016-06-02,2925.22900390625
2016-06-03,2938.681884765625
2016-06-06,2934.097900390625
2016-06-07,2936.044921875
2016-06-08,2927.158935546875
2016-06-13,2833.071044921875
2016-06-14,2842.18896484375
2016-06-15,2887.2099609375
2016-06-16,2872.81689453125
2016-06-17,2885.10498046875
2016-06-20,2888.80908203125
2016-06-21,2878.55810546875
2016-06-22,2905.550048828125
2016-06-23,2891.9599609375
2016-06-24,2854.285888671875
2016-06-27,2895.702880859375
2016-06-28,2912.556884765625
2016-06-29,2931.592041015625
2016-06-30,2929.60595703125
2016-07-01,2932.47607421875
2016-07-04,2988.60400390625
2016-07-05,3006.39208984375
2016-07-06,3017.2919921875
2016-07-07,3016.846923828125
2016-07-08,2988.093994140625
2016-07-11,2994.9169921875
2016-07-12,3049.381103515625
2016-07-13,3060.68896484375
2016-07-14,3054.01806640625
2016-07-15,3054.2958984375
2016-07-18,3043.56396484375
2016-07-19,3036.597900390625
2016-07-20,3027.89990234375
2016-07-21,3039.009033203125
2016-07-22,3012.81591796875
2016-07-25,3015.827880859375
2016-07-26,3050.166015625
2016-07-27,2991.9990234375
2016-07-28,2994.322998046875
2016-07-29,2979.339111328125
2016-08-01,2953.385009765625
2016-08-02,2971.279052734375
2016-08-03,2978.4609375
2016-08-04,2982.426025390625
2016-08-05,2976.696044921875
2016-08-08,3004.277099609375
2016-08-09,3025.680908203125
2016-08-10,3018.74609375
2016-08-11,3002.637939453125
2016-08-12,3050.6669921875
2016-08-15,3125.195068359375
2016-08-16,3110.037109375
2016-08-17,3109.554931640625
2016-08-18,3104.114013671875
2016-08-19,3108.10205078125
2016-08-22,3084.804931640625
2016-08-23,3089.7060546875
2016-08-24,3085.8798828125
2016-08-25,3068.3291015625
2016-08-26,3070.30908203125
2016-08-29,3070.027099609375
2016-08-30,3074.677001953125
2016-08-31,3085.490966796875
2016-09-01,3063.304931640625
2016-09-02,3067.35205078125
2016-09-05,3072.094970703125
2016-09-06,3090.712890625
2016-09-07,3091.927978515625
2016-09-08,3095.9541015625
2016-09-09,3078.85498046875
2016-09-12,3021.97705078125
2016-09-13,3023.510009765625
2016-09-14,3002.84912109375
2016-09-19,3026.051025390625
2016-09-20,3023.0
2016-09-21,3025.8740234375
2016-09-22,3042.31298828125
2016-09-23,3033.89599609375
2016-09-26,2980.429931640625
2016-09-27,2998.172119140625
2016-09-28,2987.85791015625
2016-09-29,2998.48291015625
2016-09-30,3004.702880859375
2016-10-10,3048.14306640625
2016-10-11,3065.25
2016-10-12,3058.498046875
2016-10-13,3061.345947265625
2016-10-14,3063.80908203125
2016-10-17,3041.166015625
2016-10-18,3083.875
2016-10-19,3084.718994140625
2016-10-20,3084.4580078125
2016-10-21,3090.94091796875
2016-10-24,3128.2470703125
2016-10-25,3131.93896484375
2016-10-26,3116.31201171875
2016-10-27,3112.35009765625
2016-10-28,3104.27001953125
2016-10-31,3100.491943359375
2016-11-01,3122.43603515625
2016-11-02,3102.73291015625
2016-11-03,3128.93603515625
2016-11-04,3125.31689453125
2016-11-07,3133.3330078125
2016-11-08,3147.887939453125
2016-11-09,3128.3701171875
2016-11-10,3171.281982421875
2016-11-11,3196.0439453125
2016-11-14,3210.37109375
2016-11-15,3206.986083984375
2016-11-16,3205.056884765625
2016-11-17,3208.452880859375
2016-11-18,3192.85595703125
2016-11-21,3218.14794921875
2016-11-22,3248.35205078125
2016-11-23,3241.136962890625
2016-11-24,3241.736083984375
2016-11-25,3261.93798828125
2016-11-28,3277.0
2016-11-29,3282.924072265625
2016-11-30,3250.033935546875
2016-12-01,3273.30908203125
2016-12-02,3243.843017578125
2016-12-05,3204.708984375
2016-12-06,3199.64697265625
2016-12-07,3222.241943359375
2016-12-08,3215.365966796875
2016-12-09,3232.883056640625
2016-12-12,3152.969970703125
2016-12-13,3155.037109375
2016-12-14,3140.531005859375
2016-12-15,3117.677001953125
2016-12-16,3122.98193359375
2016-12-19,3118.0849609375
2016-12-20,3102.8759765625
2016-12-21,3137.429931640625
2016-12-22,3139.55810546875
2016-12-23,3110.154052734375
2016-12-26,3122.569091796875
2016-12-27,3114.6640625
2016-12-28,3102.236083984375
2016-12-29,3096.096923828125
2016-12-30,3103.636962890625
2017-01-03,3135.9208984375
2017-01-04,3158.7939453125
2017-01-05,3165.410888671875
2017-01-06,3154.321044921875
2017-01-09,3171.236083984375
2017-01-10,3161.6708984375
2017-01-11,3136.75390625
2017-01-12,3119.2890625
2017-01-13,3112.763916015625
2017-01-16,3103.427978515625
2017-01-17,3108.77490234375
2017-01-18,3113.011962890625
2017-01-19,3101.299072265625
2017-01-20,3123.138916015625
2017-01-23,3136.77490234375
2017-01-24,3142.552978515625
2017-01-25,3149.554931640625
2017-01-26,3159.166015625
2017-02-03,3140.169921875
2017-02-06,3156.98388671875
2017-02-07,3153.087890625
2017-02-08,3166.98193359375
2017-02-09,3183.178955078125
2017-02-10,3196.698974609375
2017-02-13,3216.839111328125
2017-02-14,3217.927978515625
2017-02-15,3212.986083984375
2017-02-16,3229.617919921875
2017-02-17,3202.075927734375
2017-02-20,3239.9609375
2017-02-21,3253.325927734375
2017-02-22,3261.218017578125
2017-02-23,3251.375
2017-02-24,3253.43310546875
2017-02-27,3228.659912109375
2017-02-28,3241.73291015625
2017-03-01,3246.93408203125
2017-03-02,3230.028076171875
2017-03-03,3218.31201171875
2017-03-06,3233.865966796875
2017-03-07,3242.406005859375
2017-03-08,3240.6650390625
2017-03-09,3216.74609375
2017-03-10,3212.760009765625
2017-03-13,3237.02392578125
2017-03-14,3239.327880859375
2017-03-15,3241.760009765625
2017-03-16,3268.93505859375
2017-03-17,3237.447021484375
2017-03-20,3250.80810546875
2017-03-21,3261.611083984375
2017-03-22,3245.219970703125
2017-03-23,3248.550048828125
2017-03-24,3269.445068359375
2017-03-27,3266.955078125
2017-03-28,3252.947998046875
2017-03-29,3241.31396484375
2017-03-30,3210.237060546875
2017-03-31,3222.513916015625
2017-04-05,3270.304931640625
2017-04-06,3281.0048828125
2017-04-07,3286.615966796875
2017-04-10,3269.39306640625
2017-04-11,3288.966064453125
2017-04-12,3273.830078125
2017-04-13,3275.9599609375
2017-04-14,3244.48291015625
2017-04-17,3222.1669921875
2017-04-18,3196.712890625
2017-04-19,3170.68701171875
2017-04-20,3172.10009765625
2017-04-21,3173.15087890625
2017-04-24,3129.531005859375
2017-04-25,3134.56689453125
2017-04-26,3140.846923828125
2017-04-27,3152.18701171875
2017-04-28,3154.657958984375
2017-05-02,3143.7119140625
2017-05-03,3135.345947265625
2017-05-04,3127.368896484375
2017-05-05,3103.0380859375
2017-05-08,3078.613037109375
2017-05-09,3080.527099609375
2017-05-10,3052.784912109375
2017-05-11,3061.5
2017-05-12,3083.512939453125
2017-05-15,3090.22900390625
2017-05-16,3112.964111328125
2017-05-17,3104.44189453125
2017-05-18,3090.138916015625
2017-05-19,3090.631103515625
2017-05-22,3075.676025390625
2017-05-23,3061.947021484375
2017-05-24,3064.075927734375
2017-05-25,3107.8310546875
2017-05-26,3110.05908203125
2017-05-31,3117.177978515625
2017-06-01,3102.623046875
2017-06-02,3105.5400390625
2017-06-05,3091.656005859375
2017-06-06,3102.1259765625
2017-06-07,3140.324951171875
2017-06-08,3150.333984375
2017-06-09,3158.39990234375
2017-06-12,3139.876953125
2017-06-13,3153.742919921875
2017-06-14,3130.674072265625
2017-06-15,3132.486083984375
2017-06-16,3123.166015625
2017-06-19,3144.3740234375
2017-06-20,3140.013916015625
2017-06-21,3156.2119140625
2017-06-22,3147.452880859375
2017-06-23,3157.873046875
2017-06-26,3185.444091796875
2017-06-27,3191.197021484375
2017-06-28,3173.200927734375
2017-06-29,3188.06298828125
2017-06-30,3192.427001953125
2017-07-03,3195.912109375
2017-07-04,3182.803955078125
2017-07-05,3207.134033203125
2017-07-06,3212.444091796875
2017-07-07,3217.95703125
2017-07-10,3212.632080078125
2017-07-11,3203.0380859375
2017-07-12,3197.5439453125
2017-07-13,3218.1630859375
2017-07-14,3222.4169921875
2017-07-17,3176.465087890625
2017-07-18,3187.56689453125
2017-07-19,3230.97607421875
2017-07-20,3244.864990234375
2017-07-21,3237.98193359375
2017-07-24,3250.59912109375
2017-07-25,3243.68896484375
2017-07-26,3247.675048828125
2017-07-27,3249.781005859375
2017-07-28,3253.239990234375
2017-07-31,3273.028076171875
2017-08-01,3292.637939453125
2017-08-02,3285.056884765625
2017-08-03,3272.928955078125
2017-08-04,3262.0810546875
2017-08-07,3279.45703125
2017-08-08,3281.873046875
2017-08-09,3275.572998046875
2017-08-10,3261.7490234375
2017-08-11,3208.541015625
2017-08-14,3237.360107421875
2017-08-15,3251.261962890625
2017-08-16,3246.450927734375
2017-08-17,3268.429931640625
2017-08-18,3268.72412109375
2017-08-21,3286.906005859375
2017-08-22,3290.22607421875
2017-08-23,3287.705078125
2017-08-24,3271.511962890625
2017-08-25,3331.52197265625
2017-08-28,3362.65087890625
2017-08-29,3365.22607421875
2017-08-30,3363.626953125
2017-08-31,3360.81005859375
2017-09-01,3367.118896484375
2017-09-04,3379.8359375
2017-09-05,3384.31689453125
2017-09-06,3385.388916015625
2017-09-07,3365.4970703125
2017-09-08,3365.242919921875
2017-09-11,3376.4189453125
2017-09-12,3379.488037109375
2017-09-13,3384.14697265625
2017-09-14,3371.426025390625
2017-09-15,3353.618896484375
2017-09-18,3362.85888671875
2017-09-19,3356.844970703125
2017-09-20,3365.99609375
2017-09-21,3357.81201171875
2017-09-22,3352.529052734375
2017-09-25,3341.549072265625
2017-09-26,3343.5830078125
2017-09-27,3345.27197265625
2017-09-28,3339.64208984375
2017-09-29,3348.943115234375
2017-10-09,3374.3779296875
2017-10-10,3382.988037109375
2017-10-11,3388.283935546875
2017-10-12,3386.10009765625
2017-10-13,3390.52294921875
2017-10-16,3378.469970703125
2017-10-17,3372.041015625
2017-10-18,3381.7939453125
2017-10-19,3370.172119140625
2017-10-20,3378.64794921875
2017-10-23,3380.698974609375
2017-10-24,3388.248046875
2017-10-25,3396.89794921875
2017-10-26,3407.56689453125
2017-10-27,3416.81201171875
2017-10-30,3390.3369140625
2017-10-31,3393.342041015625
2017-11-01,3395.9130859375
2017-11-02,3383.31005859375
2017-11-03,3371.743896484375
2017-11-06,3388.174072265625
2017-11-07,3413.574951171875
2017-11-08,3415.4599609375
2017-11-09,3427.794921875
2017-11-10,3432.673095703125
2017-11-13,3447.8359375
2017-11-14,3429.548095703125
2017-11-15,3402.52490234375
2017-11-16,3399.25
2017-11-17,3382.907958984375
2017-11-20,3392.39892578125
2017-11-21,3410.498046875
2017-11-22,3430.464111328125
2017-11-23,3352.989013671875
2017-11-24,3353.821044921875
2017-11-27,3322.22998046875
2017-11-28,3333.656982421875
2017-11-29,3337.862060546875
2017-11-30,3317.18798828125
2017-12-01,3317.616943359375
2017-12-04,3309.617919921875
2017-12-05,3303.675048828125
2017-12-06,3293.965087890625
2017-12-07,3272.053955078125
2017-12-08,3289.991943359375
2017-12-11,3322.196044921875
2017-12-12,3280.81396484375
2017-12-13,3303.037109375
2017-12-14,3292.43896484375
2017-12-15,3266.136962890625
2017-12-18,3267.922119140625
2017-12-19,3296.5380859375
2017-12-20,3287.60595703125
2017-12-21,3300.05908203125
2017-12-22,3297.06298828125
2017-12-25,3280.839111328125
2017-12-26,3306.125
2017-12-27,3275.782958984375
2017-12-28,3296.385009765625
2017-12-29,3307.172119140625
2018-01-02,3348.325927734375
2018-01-03,3369.10791015625
2018-01-04,3385.7099609375
2018-01-05,3391.75
2018-01-08,3409.47998046875
2018-01-09,3413.89990234375
2018-01-10,3421.833984375
2018-01-11,3425.344970703125
2018-01-12,3428.94091796875
2018-01-15,3410.488037109375
2018-01-16,3436.593994140625
2018-01-17,3444.6708984375
2018-01-18,3474.75390625
2018-01-19,3487.864013671875
2018-01-22,3501.362060546875
2018-01-23,3546.5048828125
2018-01-24,3559.465087890625
2018-01-25,3548.306884765625
2018-01-26,3558.12890625
2018-01-29,3523.0009765625
2018-01-30,3488.009033203125
2018-01-31,3480.8330078125
2018-02-01,3446.97998046875
2018-02-02,3462.0810546875
2018-02-05,3487.4970703125
2018-02-06,3370.652099609375
2018-02-07,3309.260009765625
2018-02-08,3262.050048828125
2018-02-09,3129.85107421875
2018-02-12,3154.125
2018-02-13,3184.958984375
2018-02-14,3199.158935546875
2018-02-22,3268.55908203125
2018-02-23,3289.02392578125
2018-02-26,3329.573974609375
2018-02-27,3292.068115234375
2018-02-28,3259.407958984375
2018-03-01,3273.7548828125
2018-03-02,3254.528076171875
2018-03-05,3256.926025390625
2018-03-06,3289.64208984375
2018-03-07,3271.66796875
2018-03-08,3288.406005859375
2018-03-09,3307.166015625
2018-03-12,3326.698974609375
2018-03-13,3310.239013671875
2018-03-14,3291.382080078125
2018-03-15,3291.112060546875
2018-03-16,3269.882080078125
2018-03-19,3279.251953125
2018-03-20,3290.639892578125
2018-03-21,3280.951904296875
2018-03-22,3263.47998046875
2018-03-23,3152.760986328125
2018-03-26,3133.721923828125
2018-03-27,3166.64892578125
2018-03-28,3122.2900390625
2018-03-29,3160.531005859375
2018-03-30,3168.89697265625
2018-04-02,3163.178955078125
2018-04-03,3136.633056640625
2018-04-04,3131.111083984375
2018-04-09,3138.2939453125
2018-04-10,3190.322021484375
2018-04-11,3208.08203125
2018-04-12,3180.157958984375
2018-04-13,3159.052001953125
2018-04-16,3110.64892578125
2018-04-17,3066.797119140625
2018-04-18,3091.39892578125
2018-04-19,3117.3759765625
2018-04-20,3071.54296875
2018-04-23,3068.011962890625
2018-04-24,3128.927001953125
2018-04-25,3117.97412109375
2018-04-26,3075.030029296875
2018-04-27,3082.23193359375
2018-05-02,3081.177001953125
2018-05-03,3100.85888671875
2018-05-04,3091.032958984375
2018-05-07,3136.64501953125
2018-05-08,3161.498046875
2018-05-09,3159.14990234375
2018-05-10,3174.4130859375
2018-05-11,3163.262939453125
2018-05-14,3174.031982421875
2018-05-15,3192.117919921875
2018-05-16,3169.56494140625
2018-05-17,3154.282958984375
2018-05-18,3193.302978515625
2018-05-21,3213.840087890625
2018-05-22,3214.35009765625
2018-05-23,3168.964111328125
2018-05-24,3154.65087890625
2018-05-25,3141.302978515625
2018-05-28,3135.08203125
2018-05-29,3120.4609375
2018-05-30,3041.443115234375
2018-05-31,3095.47412109375
2018-06-01,3075.136962890625
2018-06-04,3091.19091796875
2018-06-05,3114.2060546875
2018-06-06,3115.179931640625
2018-06-07,3109.4990234375
2018-06-08,3067.14794921875
2018-06-11,3052.782958984375
2018-06-12,3079.802001953125
2018-06-13,3049.797119140625
2018-06-14,3044.159912109375
2018-06-15,3021.90087890625
2018-06-19,2907.822021484375
2018-06-20,2915.73095703125
2018-06-21,2875.81005859375
2018-06-22,2889.760009765625
2018-06-25,2859.3359375
2018-06-26,2844.508056640625
2018-06-27,2813.177978515625
2018-06-28,2786.89697265625
2018-06-29,2847.41796875
2018-07-02,2775.556884765625
2018-07-03,2786.887939453125
2018-07-04,2759.1259765625
2018-07-05,2733.882080078125
2018-07-06,2747.22900390625
2018-07-09,2815.110107421875
2018-07-10,2827.625
2018-07-11,2777.77099609375
2018-07-12,2837.658935546875
2018-07-13,2831.18408203125
2018-07-16,2814.0419921875
2018-07-17,2798.1259765625
2018-07-18,2787.257080078125
2018-07-19,2772.544921875
2018-07-20,2829.27099609375
2018-07-23,2859.5419921875
2018-07-24,2905.56201171875
2018-07-25,2903.64697265625
2018-07-26,2882.22509765625
2018-07-27,2873.593994140625
2018-07-30,2869.050048828125
2018-07-31,2876.40087890625
2018-08-01,2824.533935546875
2018-08-02,2768.02392578125
2018-08-03,2740.443115234375
2018-08-06,2705.156982421875
2018-08-07,2779.3740234375
2018-08-08,2744.070068359375
2018-08-09,2794.382080078125
2018-08-10,2795.31005859375
2018-08-13,2785.8720703125
2018-08-14,2780.965087890625
2018-08-15,2723.258056640625
2018-08-16,2705.19189453125
2018-08-17,2668.966064453125
2018-08-20,2698.466064453125
2018-08-21,2733.825927734375
2018-08-22,2714.60791015625
2018-08-23,2724.6240234375
2018-08-24,2729.430908203125
2018-08-27,2780.89892578125
2018-08-28,2777.98095703125
2018-08-29,2769.294921875
2018-08-30,2737.737060546875
2018-08-31,2725.25
2018-09-03,2720.73388671875
2018-09-04,2750.580078125
2018-09-05,2704.3369140625
2018-09-06,2691.593017578125
2018-09-07,2702.301025390625
2018-09-10,2669.485107421875
2018-09-11,2664.800048828125
2018-09-12,2656.110107421875
2018-09-13,2686.577880859375
2018-09-14,2681.64306640625
2018-09-17,2651.7890625
2018-09-18,2699.949951171875
2018-09-19,2730.85009765625
2018-09-20,2729.243896484375
2018-09-21,2797.485107421875
2018-09-25,2781.138916015625
2018-09-26,2806.81298828125
2018-09-27,2791.77490234375
2018-09-28,2821.35009765625
2018-10-08,2716.510009765625
2018-10-09,2721.012939453125
2018-10-10,2725.8369140625
2018-10-11,2583.4580078125
2018-10-12,2606.9130859375
2018-10-15,2568.097900390625
2018-10-16,2546.330078125
2018-10-17,2561.614013671875
2018-10-18,2486.4189453125
2018-10-19,2550.465087890625
2018-10-22,2654.8759765625
2018-10-23,2594.825927734375
2018-10-24,2603.294921875
2018-10-25,2603.800048828125
2018-10-26,2598.846923828125
2018-10-29,2542.10302734375
2018-10-30,2568.048095703125
2018-10-31,2602.782958984375
2018-11-01,2606.237060546875
2018-11-02,2676.47607421875
2018-11-05,2665.430908203125
2018-11-06,2659.35595703125
2018-11-07,2641.342041015625
2018-11-08,2635.632080078125
2018-11-09,2598.8720703125
2018-11-12,2630.52001953125
2018-11-13,2654.8798828125
2018-11-14,2632.242919921875
2018-11-15,2668.169921875
2018-11-16,2679.110107421875
2018-11-19,2703.511962890625
2018-11-20,2645.85498046875
2018-11-21,2651.5048828125
2018-11-22,2645.43408203125
2018-11-23,2579.48291015625
2018-11-26,2575.81005859375
2018-11-27,2574.678955078125
2018-11-28,2601.737060546875
2018-11-29,2567.443115234375
2018-11-30,2588.18798828125
2018-12-03,2654.798095703125
2018-12-04,2665.9580078125
2018-12-05,2649.804931640625
2018-12-06,2605.180908203125
2018-12-07,2605.887939453125
2018-12-10,2584.58203125
2018-12-11,2594.087890625
2018-12-12,2602.153076171875
2018-12-13,2634.049072265625
2018-12-14,2593.740966796875
2018-12-17,2597.97412109375
2018-12-18,2576.64990234375
2018-12-19,2549.56298828125
2018-12-20,2536.26806640625
2018-12-21,2516.2509765625
2018-12-24,2527.007080078125
2018-12-25,2504.819091796875
2018-12-26,2498.2939453125
2018-12-27,2483.0859375
2018-12-28,2493.89599609375
2019-01-02,2465.291015625
2019-01-03,2464.363037109375
2019-01-04,2514.867919921875
2019-01-07,2533.089111328125
2019-01-08,2526.4619140625
2019-01-09,2544.344970703125
2019-01-10,2535.09912109375
2019-01-11,2553.8310546875
2019-01-14,2535.764892578125
2019-01-15,2570.344970703125
2019-01-16,2570.422119140625
2019-01-17,2559.636962890625
2019-01-18,2596.006103515625
2019-01-21,2610.509033203125
2019-01-22,2579.7041015625
2019-01-23,2581.00390625
2019-01-24,2591.694091796875
2019-01-25,2601.722900390625
2019-01-28,2596.97705078125
2019-01-29,2594.25390625
2019-01-30,2575.575927734375
2019-01-31,2584.572021484375
2019-02-01,2618.23193359375
2019-02-11,2653.89599609375
2019-02-12,2671.89404296875
2019-02-13,2721.068115234375
2019-02-14,2719.699951171875
2019-02-15,2682.385009765625
2019-02-18,2754.35693359375
2019-02-19,2755.64599609375
2019-02-20,2761.218994140625
2019-02-21,2751.801025390625
2019-02-22,2804.22607421875
2019-02-25,2961.282958984375
2019-02-26,2941.51611328125
2019-02-27,2953.823974609375
2019-02-28,2940.9541015625
2019-03-01,2994.0048828125
2019-03-04,3027.575927734375
2019-03-05,3054.2470703125
2019-03-06,3102.09912109375
2019-03-07,3106.41796875
2019-03-08,2969.861083984375
2019-03-11,3026.992919921875
2019-03-12,3060.306884765625
2019-03-13,3026.950927734375
2019-03-14,2990.68505859375
2019-03-15,3021.7509765625
2019-03-18,3096.41796875
2019-03-19,3090.97509765625
2019-03-20,3090.639892578125
2019-03-21,3101.455078125
2019-03-22,3104.14892578125
2019-03-25,3043.031005859375
2019-03-26,2997.094970703125
2019-03-27,3022.719970703125
2019-03-28,2994.943115234375
2019-03-29,3090.758056640625
2019-04-01,3170.361083984375
2019-04-02,3176.822998046875
2019-04-03,3216.294921875
2019-04-04,3246.571044921875
2019-04-08,3244.81005859375
2019-04-09,3239.6640625
2019-04-10,3241.929931640625
2019-04-11,3189.9619140625
2019-04-12,3188.6259765625
2019-04-15,3177.787109375
2019-04-16,3253.597900390625
2019-04-17,3263.117919921875
2019-04-18,3250.200927734375
2019-04-19,3270.797119140625
2019-04-22,3215.04296875
2019-04-23,3198.593994140625
2019-04-24,3201.614013671875
2019-04-25,3123.825927734375
2019-04-26,3086.39892578125
2019-05-06,2906.464111328125
2019-05-07,2926.39111328125
2019-05-08,2893.757080078125
2019-05-09,2850.9541015625
2019-05-10,2939.2109375
2019-05-13,2903.712890625
2019-05-14,2883.611083984375
2019-05-15,2938.677978515625
2019-05-16,2955.7109375
2019-05-17,2882.2958984375
2019-05-20,2870.60498046875
2019-05-21,2905.968994140625
2019-05-22,2891.705078125
2019-05-23,2852.514892578125
2019-05-24,2852.9951171875
2019-05-27,2892.3779296875
2019-05-28,2909.910888671875
2019-05-29,2914.696044921875
2019-05-30,2905.804931640625
2019-05-31,2898.696044921875
2019-06-03,2890.0810546875
2019-06-04,2862.280029296875
2019-06-05,2861.41796875
2019-06-06,2827.798095703125
2019-06-10,2852.1298828125
2019-06-11,2925.716064453125
2019-06-12,2909.3798828125
2019-06-13,2910.740966796875
2019-06-14,2881.97412109375
